,ISCO-Code,Stellung im Beruf,is_supervisor,self_employed,n_employees,Anzahl,control_work,control_daily,Bezeichnung
3590,3134,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Steurer von Erdöl- und Erdgasraffinationsanlagen
3595,3134,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Steurer von Erdöl- und Erdgasraffinationsanlagen
3600,3135,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Steuerer von Verfahren in der Metallerzeugung
3605,3135,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Steuerer von Verfahren in der Metallerzeugung
3610,3139,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Techniker in der Prozesssteuerung, anderweitig nicht genannt"
3615,3139,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Techniker in der Prozesssteuerung, anderweitig nicht genannt"
3620,3141,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Biotechniker (ohne medizinische Fachberufe)
3625,3141,Selbstständige ohne Beschäftigte,0,1,0.0,270,4,2,Biotechniker (ohne medizinische Fachberufe)
3630,3142,Selbstständige mit Beschäftigten,0,1,5.0,2030,4,2,Agrartechniker
3635,3142,Selbstständige ohne Beschäftigte,0,1,0.0,1270,4,2,Agrartechniker
3640,3143,Selbstständige mit Beschäftigten,0,1,5.0,710,4,2,Forsttechniker
3645,3143,Selbstständige ohne Beschäftigte,0,1,0.0,690,4,2,Forsttechniker
3650,3151,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Technische Schiffsoffiziere
3655,3151,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Technische Schiffsoffiziere
3660,3152,Selbstständige mit Beschäftigten,0,1,5.0,810,4,2,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen"
3665,3152,Selbstständige ohne Beschäftigte,0,1,0.0,890,4,2,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen"
3670,3153,Selbstständige mit Beschäftigten,0,1,5.0,250,4,2,Flugzeugführer und verwandte Berufe
3675,3153,Selbstständige ohne Beschäftigte,0,1,0.0,670,4,2,Flugzeugführer und verwandte Berufe
3680,3154,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Flugverkehrslotsen
3685,3154,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Flugverkehrslotsen
3690,3155,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Flugsicherungstechniker
3695,3155,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Flugsicherungstechniker
3700,3211,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte
3705,3211,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte
3710,3212,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Medizintechniker im Bereich Labor und Pathologie
3715,3212,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Medizintechniker im Bereich Labor und Pathologie
3720,3213,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Pharmazeutisch-technische Assistenten
3725,3213,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Pharmazeutisch-technische Assistenten
3730,3214,Selbstständige mit Beschäftigten,0,1,5.0,3340,4,2,Medizinische und zahnmedizinische Prothetiktechniker
3735,3214,Selbstständige ohne Beschäftigte,0,1,0.0,1010,4,2,Medizinische und zahnmedizinische Prothetiktechniker
3740,3221,Selbstständige mit Beschäftigten,0,1,5.0,5370,4,2,Nicht akademische Krankenpflegefachkräfte
3745,3221,Selbstständige ohne Beschäftigte,0,1,0.0,4130,4,2,Nicht akademische Krankenpflegefachkräfte
3750,3222,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Nicht akademische Geburtshilfefachkräfte
3755,3222,Selbstständige ohne Beschäftigte,0,1,0.0,310,4,2,Nicht akademische Geburtshilfefachkräfte
3760,3230,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Nicht akademische Fachkräfte in traditioneller und komplementärer Medizin
3765,3230,Selbstständige ohne Beschäftigte,0,1,0.0,650,4,2,Nicht akademische Fachkräfte in traditioneller und komplementärer Medizin
3770,3240,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Veterinärmedizinische Fachkräfte und Assistenten
3775,3240,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Veterinärmedizinische Fachkräfte und Assistenten
3780,3251,Selbstständige mit Beschäftigten,0,1,5.0,460,4,2,Zahnmedizinische Assistenten und Dentalhygieniker
3785,3251,Selbstständige ohne Beschäftigte,0,1,0.0,300,4,2,Zahnmedizinische Assistenten und Dentalhygieniker
3790,3252,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Fachkräfte im Bereich medizinische Dokumentation und Information
3795,3252,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Fachkräfte im Bereich medizinische Dokumentation und Information
3800,3253,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Fachkräfte in der öffentlichen Gesundheitsfürsorge
3805,3253,Selbstständige ohne Beschäftigte,0,1,0.0,380,4,2,Fachkräfte in der öffentlichen Gesundheitsfürsorge
3810,3254,Selbstständige mit Beschäftigten,0,1,5.0,4880,4,2,Augenoptiker
3815,3254,Selbstständige ohne Beschäftigte,0,1,0.0,1120,4,2,Augenoptiker
3820,3255,Selbstständige mit Beschäftigten,0,1,5.0,7550,4,2,Physiotherapeutische Techniker und Assistenten
3825,3255,Selbstständige ohne Beschäftigte,0,1,0.0,13240,4,2,Physiotherapeutische Techniker und Assistenten
3830,3256,Selbstständige mit Beschäftigten,0,1,5.0,1000,4,2,Medizinische Assistenten
3835,3256,Selbstständige ohne Beschäftigte,0,1,0.0,1110,4,2,Medizinische Assistenten
3840,3257,Selbstständige mit Beschäftigten,0,1,5.0,1560,4,2,Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe
3845,3257,Selbstständige ohne Beschäftigte,0,1,0.0,2110,4,2,Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe
3850,3258,Selbstständige mit Beschäftigten,0,1,5.0,240,4,2,Rettungsdienstpersonal
3855,3258,Selbstständige ohne Beschäftigte,0,1,0.0,430,4,2,Rettungsdienstpersonal
3860,3259,Selbstständige mit Beschäftigten,0,1,5.0,3330,4,2,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt"
3865,3259,Selbstständige ohne Beschäftigte,0,1,0.0,3830,4,2,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt"
3870,3311,Selbstständige mit Beschäftigten,0,1,5.0,5030,4,2,"Wertpapierhändler, -makler und Finanzmakler"
3875,3311,Selbstständige ohne Beschäftigte,0,1,0.0,5130,4,2,"Wertpapierhändler, -makler und Finanzmakler"
3880,3312,Selbstständige mit Beschäftigten,0,1,5.0,1770,4,2,Kreditsachbearbeiter
3885,3312,Selbstständige ohne Beschäftigte,0,1,0.0,2430,4,2,Kreditsachbearbeiter
3890,3313,Selbstständige mit Beschäftigten,0,1,5.0,8030,4,2,Nicht akademische Fachkräfte im Rechnungswesen
3895,3313,Selbstständige ohne Beschäftigte,0,1,0.0,7220,4,2,Nicht akademische Fachkräfte im Rechnungswesen
3900,3314,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Nicht akademische statistische, mathematische und verwandte Fachkräfte"
3905,3314,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Nicht akademische statistische, mathematische und verwandte Fachkräfte"
3910,3315,Selbstständige mit Beschäftigten,0,1,5.0,1240,4,2,Schätzer und Schadensgutachter
3915,3315,Selbstständige ohne Beschäftigte,0,1,0.0,1880,4,2,Schätzer und Schadensgutachter
3920,3321,Selbstständige mit Beschäftigten,0,1,5.0,29430,4,2,Versicherungsvertreter
3925,3321,Selbstständige ohne Beschäftigte,0,1,0.0,21450,4,2,Versicherungsvertreter
3930,3322,Selbstständige mit Beschäftigten,0,1,5.0,26320,4,2,Vertriebsagenten
3935,3322,Selbstständige ohne Beschäftigte,0,1,0.0,27950,4,2,Vertriebsagenten
3940,3323,Selbstständige mit Beschäftigten,0,1,5.0,650,4,2,Einkäufer
3945,3323,Selbstständige ohne Beschäftigte,0,1,0.0,570,4,2,Einkäufer
3950,3324,Selbstständige mit Beschäftigten,0,1,5.0,660,4,2,Handelsmakler
3955,3324,Selbstständige ohne Beschäftigte,0,1,0.0,770,4,2,Handelsmakler
3960,3331,Selbstständige mit Beschäftigten,0,1,5.0,3980,4,2,Fachkräfte für Abrechnungs- und Speditionsdienstleistungen
3965,3331,Selbstständige ohne Beschäftigte,0,1,0.0,990,4,2,Fachkräfte für Abrechnungs- und Speditionsdienstleistungen
3970,3332,Selbstständige mit Beschäftigten,0,1,5.0,6010,4,2,Konferenz- und Veranstaltungsplaner
3975,3332,Selbstständige ohne Beschäftigte,0,1,0.0,4800,4,2,Konferenz- und Veranstaltungsplaner
3980,3333,Selbstständige mit Beschäftigten,0,1,5.0,2740,4,2,Arbeits- und Personalvermittler
3985,3333,Selbstständige ohne Beschäftigte,0,1,0.0,4660,4,2,Arbeits- und Personalvermittler
3990,3334,Selbstständige mit Beschäftigten,0,1,5.0,30050,4,2,Immobilienmakler und -verwalter
3995,3334,Selbstständige ohne Beschäftigte,0,1,0.0,31040,4,2,Immobilienmakler und -verwalter
4000,3339,Selbstständige mit Beschäftigten,0,1,5.0,1700,4,2,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt"
4005,3339,Selbstständige ohne Beschäftigte,0,1,0.0,2370,4,2,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt"
4010,3341,Selbstständige mit Beschäftigten,0,1,5.0,8380,4,2,Sekretariatsleiter
4015,3341,Selbstständige ohne Beschäftigte,0,1,0.0,8530,4,2,Sekretariatsleiter
4020,3342,Selbstständige mit Beschäftigten,0,1,5.0,480,4,2,Sekretariatsfachkräfte im juristischen Bereich
4025,3342,Selbstständige ohne Beschäftigte,0,1,0.0,620,4,2,Sekretariatsfachkräfte im juristischen Bereich
4030,3343,Selbstständige mit Beschäftigten,0,1,5.0,2950,4,2,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung
4035,3343,Selbstständige ohne Beschäftigte,0,1,0.0,2060,4,2,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung
4040,3344,Selbstständige mit Beschäftigten,0,1,5.0,750,4,2,Sekretariatsfachkräfte im Gesundheitswesen
4045,3344,Selbstständige ohne Beschäftigte,0,1,0.0,660,4,2,Sekretariatsfachkräfte im Gesundheitswesen
4050,3351,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Fachkräfte im Zolldienst und Grenzschutz
4055,3351,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Fachkräfte im Zolldienst und Grenzschutz
4060,3352,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Fachkräfte in der Steuerverwaltung
4065,3352,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Fachkräfte in der Steuerverwaltung
4070,3353,Selbstständige mit Beschäftigten,0,1,5.0,230,4,2,Fachkräfte in Sozialverwaltung und -versicherung
4075,3353,Selbstständige ohne Beschäftigte,0,1,0.0,350,4,2,Fachkräfte in Sozialverwaltung und -versicherung
4080,3354,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen"
4085,3354,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen"
4090,3355,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Polizeikommissare und Kriminalbeamte
4095,3355,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Polizeikommissare und Kriminalbeamte
4100,3359,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt"
4105,3359,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt"
4110,3411,Selbstständige mit Beschäftigten,0,1,5.0,320,4,2,Nicht akademische Fachkräfte für Rechts- und verwandte Angelegenheiten
4115,3411,Selbstständige ohne Beschäftigte,0,1,0.0,250,4,2,Nicht akademische Fachkräfte für Rechts- und verwandte Angelegenheiten
4120,3412,Selbstständige mit Beschäftigten,0,1,5.0,880,4,2,Nicht akademische sozialpflegerische Fachkräfte
4125,3412,Selbstständige ohne Beschäftigte,0,1,0.0,2900,4,2,Nicht akademische sozialpflegerische Fachkräfte
4130,3413,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Ordensbrüder/-schwestern und Seelsorgehelfer
4135,3413,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Ordensbrüder/-schwestern und Seelsorgehelfer
4140,3421,Selbstständige mit Beschäftigten,0,1,5.0,330,4,2,Athleten und Berufssportler
4145,3421,Selbstständige ohne Beschäftigte,0,1,0.0,500,4,2,Athleten und Berufssportler
4150,3422,Selbstständige mit Beschäftigten,0,1,5.0,3340,4,2,"Sportlehrer, Sporttrainer und Sportfunktionäre"
4155,3422,Selbstständige ohne Beschäftigte,0,1,0.0,8770,4,2,"Sportlehrer, Sporttrainer und Sportfunktionäre"
4160,3423,Selbstständige mit Beschäftigten,0,1,5.0,9400,4,2,Trainer und Betreuer im Bereich Fitness und Erholung
4165,3423,Selbstständige ohne Beschäftigte,0,1,0.0,23200,4,2,Trainer und Betreuer im Bereich Fitness und Erholung
4170,3431,Selbstständige mit Beschäftigten,0,1,5.0,6540,4,2,Fotografen
4175,3431,Selbstständige ohne Beschäftigte,0,1,0.0,17980,4,2,Fotografen
4180,3432,Selbstständige mit Beschäftigten,0,1,5.0,5920,4,2,Raumgestalter und Dekorateure
4185,3432,Selbstständige ohne Beschäftigte,0,1,0.0,6430,4,2,Raumgestalter und Dekorateure
4190,3433,Selbstständige mit Beschäftigten,0,1,5.0,280,4,2,"Fachkräfte in Kunstgalerien, Museen und Bibliotheken"
4195,3433,Selbstständige ohne Beschäftigte,0,1,0.0,880,4,2,"Fachkräfte in Kunstgalerien, Museen und Bibliotheken"
4200,3434,Selbstständige mit Beschäftigten,0,1,5.0,2890,4,2,Küchenchefs
4205,3434,Selbstständige ohne Beschäftigte,0,1,0.0,470,4,2,Küchenchefs
4210,3435,Selbstständige mit Beschäftigten,0,1,5.0,5160,4,2,Sonstige Fachkräfte in Gestaltung und Kultur
4215,3435,Selbstständige ohne Beschäftigte,0,1,0.0,11820,4,2,Sonstige Fachkräfte in Gestaltung und Kultur
4220,3511,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Techniker für den Betrieb von Informations- und Kommunikationstechnologie
4225,3511,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Techniker für den Betrieb von Informations- und Kommunikationstechnologie
4230,3512,Selbstständige mit Beschäftigten,0,1,5.0,2430,4,2,Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie
4235,3512,Selbstständige ohne Beschäftigte,0,1,0.0,3700,4,2,Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie
4240,3513,Selbstständige mit Beschäftigten,0,1,5.0,1280,4,2,Techniker für Computernetzwerke und -systeme
4245,3513,Selbstständige ohne Beschäftigte,0,1,0.0,1840,4,2,Techniker für Computernetzwerke und -systeme
4250,3514,Selbstständige mit Beschäftigten,0,1,5.0,220,4,2,Webmaster
4255,3514,Selbstständige ohne Beschäftigte,0,1,0.0,440,4,2,Webmaster
4260,3521,Selbstständige mit Beschäftigten,0,1,5.0,2960,4,2,Techniker für Rundfunk und audiovisuelle Medien
4265,3521,Selbstständige ohne Beschäftigte,0,1,0.0,8730,4,2,Techniker für Rundfunk und audiovisuelle Medien
4270,3522,Selbstständige mit Beschäftigten,0,1,5.0,350,4,2,Telekommunikationstechniker
4275,3522,Selbstständige ohne Beschäftigte,0,1,0.0,440,4,2,Telekommunikationstechniker
4280,4110,Selbstständige mit Beschäftigten,0,1,5.0,270,4,2,Allgemeine Bürokräfte
4285,4110,Selbstständige ohne Beschäftigte,0,1,0.0,450,4,2,Allgemeine Bürokräfte
4290,4120,Selbstständige mit Beschäftigten,0,1,5.0,13150,4,2,Sekretariatskräfte (allgemein)
4295,4120,Selbstständige ohne Beschäftigte,0,1,0.0,10230,4,2,Sekretariatskräfte (allgemein)
4300,4131,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Schreibkräfte und Bediener von Textverarbeitungsanlagen
4305,4131,Selbstständige ohne Beschäftigte,0,1,0.0,540,4,2,Schreibkräfte und Bediener von Textverarbeitungsanlagen
4310,4132,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Datenerfasser
4315,4132,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Datenerfasser
4320,4211,Selbstständige mit Beschäftigten,0,1,5.0,2200,4,2,Bank- und andere Schalterbedienstete
4325,4211,Selbstständige ohne Beschäftigte,0,1,0.0,1680,4,2,Bank- und andere Schalterbedienstete
4330,4212,Selbstständige mit Beschäftigten,0,1,5.0,2730,4,2,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele"
4335,4212,Selbstständige ohne Beschäftigte,0,1,0.0,1680,4,2,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele"
4340,4213,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Pfandleiher und Geldverleiher
4345,4213,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Pfandleiher und Geldverleiher
4350,4214,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Inkassobeauftragte und verwandte Berufe
4355,4214,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Inkassobeauftragte und verwandte Berufe
4360,4221,Selbstständige mit Beschäftigten,0,1,5.0,5190,4,2,Reiseverkehrsfachkräfte
4365,4221,Selbstständige ohne Beschäftigte,0,1,0.0,2880,4,2,Reiseverkehrsfachkräfte
4370,4222,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Kundeninformationsfachkräfte in Call Centers
4375,4222,Selbstständige ohne Beschäftigte,0,1,0.0,300,4,2,Kundeninformationsfachkräfte in Call Centers
4380,4223,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Telefonisten
4385,4223,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Telefonisten
4390,4224,Selbstständige mit Beschäftigten,0,1,5.0,250,4,2,Hotelrezeptionisten
4395,4224,Selbstständige ohne Beschäftigte,0,1,0.0,250,4,2,Hotelrezeptionisten
4400,4225,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Auskunftspersonal
4405,4225,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Auskunftspersonal
4410,4226,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Empfangskräfte (allgemein)
4415,4226,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Empfangskräfte (allgemein)
4420,4227,Selbstständige mit Beschäftigten,0,1,5.0,280,4,2,Interviewer im Bereich Umfragen und Marktforschung
4425,4227,Selbstständige ohne Beschäftigte,0,1,0.0,1030,4,2,Interviewer im Bereich Umfragen und Marktforschung
4430,4229,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Berufe im Bereich Kundeninformation, anderweitig nicht genannt"
4435,4229,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Berufe im Bereich Kundeninformation, anderweitig nicht genannt"
4440,4311,Selbstständige mit Beschäftigten,0,1,5.0,4120,4,2,Bürokräfte im Rechnungswesen und in der Buchhaltung
4445,4311,Selbstständige ohne Beschäftigte,0,1,0.0,3440,4,2,Bürokräfte im Rechnungswesen und in der Buchhaltung
4450,4312,Selbstständige mit Beschäftigten,0,1,5.0,1040,4,2,"Bürokräfte in der Statistik, im Finanz- und Versicherungswesen"
4455,4312,Selbstständige ohne Beschäftigte,0,1,0.0,880,4,2,"Bürokräfte in der Statistik, im Finanz- und Versicherungswesen"
4460,4313,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bürokräfte in der Lohnbuchhaltung
4465,4313,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bürokräfte in der Lohnbuchhaltung
4470,4321,Selbstständige mit Beschäftigten,0,1,5.0,1700,4,2,Fachkräfte in der Lagerwirtschaft
4475,4321,Selbstständige ohne Beschäftigte,0,1,0.0,1150,4,2,Fachkräfte in der Lagerwirtschaft
4480,4322,Selbstständige mit Beschäftigten,0,1,5.0,2470,4,2,Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe
4485,4322,Selbstständige ohne Beschäftigte,0,1,0.0,1090,4,2,Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe
4490,4323,Selbstständige mit Beschäftigten,0,1,5.0,6020,4,2,Bürokräfte in der Transportwirtschaft und verwandte Berufe
4495,4323,Selbstständige ohne Beschäftigte,0,1,0.0,1670,4,2,Bürokräfte in der Transportwirtschaft und verwandte Berufe
4500,4411,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bibliotheksassistenten
4505,4411,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bibliotheksassistenten
4510,4412,Selbstständige mit Beschäftigten,0,1,5.0,1540,4,2,Postverteiler und -sortierer
4515,4412,Selbstständige ohne Beschäftigte,0,1,0.0,970,4,2,Postverteiler und -sortierer
4520,4413,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Kodierer, Korrekturleser und verwandte Bürokräfte"
4525,4413,Selbstständige ohne Beschäftigte,0,1,0.0,590,4,2,"Kodierer, Korrekturleser und verwandte Bürokräfte"
4530,4414,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Schreiber und verwandte Arbeitskräfte
4535,4414,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Schreiber und verwandte Arbeitskräfte
4540,4415,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bürokräfte für Registratur und Dokumentation
4545,4415,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bürokräfte für Registratur und Dokumentation
4550,4416,Selbstständige mit Beschäftigten,0,1,5.0,780,4,2,Bürokräfte im Personalwesen
4555,4416,Selbstständige ohne Beschäftigte,0,1,0.0,600,4,2,Bürokräfte im Personalwesen
4560,4419,Selbstständige mit Beschäftigten,0,1,5.0,2260,4,2,"Bürokräfte und verwandte Berufe, anderweitig nicht genannt"
4565,4419,Selbstständige ohne Beschäftigte,0,1,0.0,3930,4,2,"Bürokräfte und verwandte Berufe, anderweitig nicht genannt"
4570,5111,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Reisebegleiter und Stewards
4575,5111,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Reisebegleiter und Stewards
4580,5112,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Schaffner
4585,5112,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Schaffner
4590,5113,Selbstständige mit Beschäftigten,0,1,5.0,670,4,2,Reiseleiter/Fremdenführer
4595,5113,Selbstständige ohne Beschäftigte,0,1,0.0,3380,4,2,Reiseleiter/Fremdenführer
4600,5120,Selbstständige mit Beschäftigten,0,1,5.0,16530,4,2,Köche
4605,5120,Selbstständige ohne Beschäftigte,0,1,0.0,3840,4,2,Köche
4610,5131,Selbstständige mit Beschäftigten,0,1,5.0,10110,4,2,Kellner
4615,5131,Selbstständige ohne Beschäftigte,0,1,0.0,2940,4,2,Kellner
4620,5132,Selbstständige mit Beschäftigten,0,1,5.0,1270,4,2,Barkeeper
4625,5132,Selbstständige ohne Beschäftigte,0,1,0.0,600,4,2,Barkeeper
4630,5141,Selbstständige mit Beschäftigten,0,1,5.0,40530,4,2,Friseure
4635,5141,Selbstständige ohne Beschäftigte,0,1,0.0,23830,4,2,Friseure
4640,5142,Selbstständige mit Beschäftigten,0,1,5.0,21060,4,2,Kosmetiker und verwandte Berufe
4645,5142,Selbstständige ohne Beschäftigte,0,1,0.0,35430,4,2,Kosmetiker und verwandte Berufe
4650,5151,Selbstständige mit Beschäftigten,0,1,5.0,2970,4,2,"Reinigungs- und Hauswirtschaftsleiter in Büros, Hotels und anderen Einrichtungen"
4655,5151,Selbstständige ohne Beschäftigte,0,1,0.0,750,4,2,"Reinigungs- und Hauswirtschaftsleiter in Büros, Hotels und anderen Einrichtungen"
4660,5152,Selbstständige mit Beschäftigten,0,1,5.0,2490,4,2,Hauswirtschafter in Privathaushalten
4665,5152,Selbstständige ohne Beschäftigte,0,1,0.0,2730,4,2,Hauswirtschafter in Privathaushalten
4670,5153,Selbstständige mit Beschäftigten,0,1,5.0,13550,4,2,Hauswarte
4675,5153,Selbstständige ohne Beschäftigte,0,1,0.0,14210,4,2,Hauswarte
4680,5161,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Astrologen, Wahrsager und verwandte Berufe"
4685,5161,Selbstständige ohne Beschäftigte,0,1,0.0,470,4,2,"Astrologen, Wahrsager und verwandte Berufe"
4690,5162,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Gesellschafter und Zofen/Kammerdiener
4695,5162,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Gesellschafter und Zofen/Kammerdiener
4700,5163,Selbstständige mit Beschäftigten,0,1,5.0,2630,4,2,Bestatter und Einbalsamierer
4705,5163,Selbstständige ohne Beschäftigte,0,1,0.0,740,4,2,Bestatter und Einbalsamierer
4710,5164,Selbstständige mit Beschäftigten,0,1,5.0,4250,4,2,Tierpfleger und -betreuer
4715,5164,Selbstständige ohne Beschäftigte,0,1,0.0,8440,4,2,Tierpfleger und -betreuer
4720,5165,Selbstständige mit Beschäftigten,0,1,5.0,7260,4,2,Fahrschullehrer
4725,5165,Selbstständige ohne Beschäftigte,0,1,0.0,1960,4,2,Fahrschullehrer
4730,5169,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt"
4735,5169,Selbstständige ohne Beschäftigte,0,1,0.0,480,4,2,"Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt"
4740,5211,Selbstständige mit Beschäftigten,0,1,5.0,660,4,2,Verkaufsstand- und Marktverkäufer
4745,5211,Selbstständige ohne Beschäftigte,0,1,0.0,830,4,2,Verkaufsstand- und Marktverkäufer
4750,5212,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Straßenverkäufer von Lebensmitteln
4755,5212,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Straßenverkäufer von Lebensmitteln
4760,5221,Selbstständige mit Beschäftigten,0,1,5.0,20220,4,2,Leiter eines Einzelhandelsgeschäftes
4765,5221,Selbstständige ohne Beschäftigte,0,1,0.0,13120,4,2,Leiter eines Einzelhandelsgeschäftes
4770,5222,Selbstständige mit Beschäftigten,0,1,5.0,2040,4,2,Verkaufsaufsichtskräfte in Handelsgeschäften
4775,5222,Selbstständige ohne Beschäftigte,0,1,0.0,750,4,2,Verkaufsaufsichtskräfte in Handelsgeschäften
4780,5223,Selbstständige mit Beschäftigten,0,1,5.0,89850,4,2,Verkäufer und Verkaufshilfskräfte in Handelsgeschäften
4785,5223,Selbstständige ohne Beschäftigte,0,1,0.0,49690,4,2,Verkäufer und Verkaufshilfskräfte in Handelsgeschäften
4790,5230,Selbstständige mit Beschäftigten,0,1,5.0,740,4,2,Kassierer und Kartenverkäufer
4795,5230,Selbstständige ohne Beschäftigte,0,1,0.0,400,4,2,Kassierer und Kartenverkäufer
