"","X","ISCO.Code","Stellung.im.Beruf","is_supervisor","self_employed","n_employees","Anzahl","control_work","control_daily","Bezeichnung","isco88","isco88com","simple_wright","power_wright","oesch8","egp7","siops"
"476",2375,"1323","Selbstständige ohne Beschäftigte",1,1,0,4490,4,2,"Führungskräfte in der Produktion im Bau","1223","1223","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","53.00"
"477",2380,"1324","Selbstständige mit Beschäftigten",1,1,5,10750,4,2,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen","1235","1235","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","57.21"
"478",2385,"1324","Selbstständige ohne Beschäftigte",1,1,0,3920,4,2,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen","1235","1235","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","57.21"
"479",2390,"1330","Selbstständige mit Beschäftigten",1,1,5,1560,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie","1236","1236","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","61.15"
"480",2395,"1330","Selbstständige ohne Beschäftigte",1,1,0,1270,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie","1236","1236","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","61.15"
"481",2400,"1341","Selbstständige mit Beschäftigten",1,1,5,470,4,2,"Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","73.51"
"482",2405,"1341","Selbstständige ohne Beschäftigte",1,1,0,0,4,2,"Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","73.51"
"483",2410,"1342","Selbstständige mit Beschäftigten",1,1,5,3380,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Gesundheitswesen","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","73.51"
"484",2415,"1342","Selbstständige ohne Beschäftigte",1,1,0,620,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Gesundheitswesen","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","73.51"
"485",2420,"1343","Selbstständige mit Beschäftigten",1,1,5,820,4,2,"Führungskräfte in der Erbringung von Dienstleistungen der Altenbetreuung","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","73.51"
"486",2425,"1343","Selbstständige ohne Beschäftigte",1,1,0,0,4,2,"Führungskräfte in der Erbringung von Dienstleistungen der Altenbetreuung","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","73.51"
"487",2430,"1344","Selbstständige mit Beschäftigten",1,1,5,510,4,2,"Führungskräfte in der Erbringung von Dienstleistungen der Sozialfürsorge","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","73.51"
"488",2435,"1344","Selbstständige ohne Beschäftigte",1,1,0,0,4,2,"Führungskräfte in der Erbringung von Dienstleistungen der Sozialfürsorge","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","73.51"
"489",2440,"1345","Selbstständige mit Beschäftigten",1,1,5,910,4,2,"Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","72.00"
"490",2445,"1345","Selbstständige ohne Beschäftigte",1,1,0,780,4,2,"Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","72.00"
"491",2450,"1346","Selbstständige mit Beschäftigten",1,1,5,3460,4,2,"Führungskräfte auf Filialebene in der Erbringung von Finanz- und Versicherungsdienstleistungen","1227","1227","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","73.51"
"492",2455,"1346","Selbstständige ohne Beschäftigte",1,1,0,1120,4,2,"Führungskräfte auf Filialebene in der Erbringung von Finanz- und Versicherungsdienstleistungen","1227","1227","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","73.51"
"493",2460,"1349","Selbstständige mit Beschäftigten",1,1,5,1870,4,2,"Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt","1229","1229","Self empl w/1-9 employees","Small Employers","'Small business owners'","'I   Service class I'","75.00"
"494",2465,"1349","Selbstständige ohne Beschäftigte",1,1,0,2000,4,2,"Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt","1229","1229","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","75.00"
"495",2470,"1411","Selbstständige mit Beschäftigten",1,1,5,6580,4,2,"Führungskräfte in Hotels","1315","1315","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","37.52"
"496",2475,"1411","Selbstständige ohne Beschäftigte",1,1,0,1560,4,2,"Führungskräfte in Hotels","1315","1315","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","37.52"
"497",2480,"1412","Selbstständige mit Beschäftigten",1,1,5,62120,4,2,"Führungskräfte in Restaurants","1315","1315","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.91"
"498",2485,"1412","Selbstständige ohne Beschäftigte",1,1,0,12220,4,2,"Führungskräfte in Restaurants","1315","1315","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","39.91"
"499",2490,"1420","Selbstständige mit Beschäftigten",1,1,5,3510,4,2,"Führungskräfte in Groß- und Einzelhandel","1314","1314","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","45.13"
"500",2495,"1420","Selbstständige ohne Beschäftigte",1,1,0,810,4,2,"Führungskräfte in Groß- und Einzelhandel","1314","1314","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","45.13"
"501",2500,"1431","Selbstständige mit Beschäftigten",1,1,5,1860,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur","1319","1319","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","47.00"
"502",2505,"1431","Selbstständige ohne Beschäftigte",1,1,0,1740,4,2,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur","1319","1319","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","47.00"
"503",2510,"1439","Selbstständige mit Beschäftigten",1,1,5,2020,4,2,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt","1319","1319","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","47.00"
"504",2515,"1439","Selbstständige ohne Beschäftigte",1,1,0,730,4,2,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt","1319","1319","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","47.00"
"505",2520,"2111","Selbstständige mit Beschäftigten",0,1,5,400,4,2,"Physiker und Astronomen","2111","2111","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","75.68"
"506",2525,"2111","Selbstständige ohne Beschäftigte",0,1,0,620,4,2,"Physiker und Astronomen","2111","2111","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","75.68"
"507",2530,"2112","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Meteorologen","2112","2112","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","69.51"
"508",2535,"2112","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Meteorologen","2112","2112","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","69.51"
"509",2540,"2113","Selbstständige mit Beschäftigten",0,1,5,620,4,2,"Chemiker","2113","2113","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","69.00"
"510",2545,"2113","Selbstständige ohne Beschäftigte",0,1,0,440,4,2,"Chemiker","2113","2113","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","69.00"
"511",2550,"2114","Selbstständige mit Beschäftigten",0,1,5,500,4,2,"Geologen und Geophysiker","2114","2114","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","67.00"
"512",2555,"2114","Selbstständige ohne Beschäftigte",0,1,0,650,4,2,"Geologen und Geophysiker","2114","2114","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","67.00"
"513",2560,"2120","Selbstständige mit Beschäftigten",0,1,5,260,4,2,"Mathematiker, Versicherungsmathematiker und Statistiker","2120","2120","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","58.16"
"514",2565,"2120","Selbstständige ohne Beschäftigte",0,1,0,690,4,2,"Mathematiker, Versicherungsmathematiker und Statistiker","2120","2120","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","58.16"
"515",2570,"2131","Selbstständige mit Beschäftigten",0,1,5,790,4,2,"Biologen, Botaniker, Zoologen und verwandte Berufe","2211","2211","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","62.66"
"516",2575,"2131","Selbstständige ohne Beschäftigte",0,1,0,1700,4,2,"Biologen, Botaniker, Zoologen und verwandte Berufe","2211","2211","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","62.66"
"517",2580,"2132","Selbstständige mit Beschäftigten",0,1,5,11650,4,2,"Agrar-, Forst- und Fischereiwissenschaftler und -berater","2213","2213","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","62.66"
"518",2585,"2132","Selbstständige ohne Beschäftigte",0,1,0,4860,4,2,"Agrar-, Forst- und Fischereiwissenschaftler und -berater","2213","2213","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","62.66"
"519",2590,"2133","Selbstständige mit Beschäftigten",0,1,5,620,4,2,"Umweltwissenschaftler","2200","2200","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","62.66"
"520",2595,"2133","Selbstständige ohne Beschäftigte",0,1,0,940,4,2,"Umweltwissenschaftler","2200","2200","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","62.66"
"521",2600,"2141","Selbstständige mit Beschäftigten",0,1,5,1730,4,2,"Wirtschafts- und Produktionsingenieure","2149","2149","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","54.00"
"522",2605,"2141","Selbstständige ohne Beschäftigte",0,1,0,1800,4,2,"Wirtschafts- und Produktionsingenieure","2149","2149","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","54.00"
"523",2610,"2142","Selbstständige mit Beschäftigten",0,1,5,11040,4,2,"Bauingenieure","2142","2142","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","70.00"
"524",2615,"2142","Selbstständige ohne Beschäftigte",0,1,0,9060,4,2,"Bauingenieure","2142","2142","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","70.00"
"525",2620,"2143","Selbstständige mit Beschäftigten",0,1,5,740,4,2,"Umweltschutzingenieure","2149","2149","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","61.69"
"526",2625,"2143","Selbstständige ohne Beschäftigte",0,1,0,890,4,2,"Umweltschutzingenieure","2149","2149","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","61.69"
"527",2630,"2144","Selbstständige mit Beschäftigten",0,1,5,9460,4,2,"Maschinenbauingenieure","2145","2145","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","66.00"
"528",2635,"2144","Selbstständige ohne Beschäftigte",0,1,0,8030,4,2,"Maschinenbauingenieure","2145","2145","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","66.00"
"529",2640,"2145","Selbstständige mit Beschäftigten",0,1,5,890,4,2,"Chemieingenieure","2146","2146","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","66.00"
"530",2645,"2145","Selbstständige ohne Beschäftigte",0,1,0,850,4,2,"Chemieingenieure","2146","2146","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","66.00"
"531",2650,"2146","Selbstständige mit Beschäftigten",0,1,5,930,4,2,"Bergbauingenieure, Metallurgen und verwandte Berufe","2147","2147","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","61.16"
"532",2655,"2146","Selbstständige ohne Beschäftigte",0,1,0,670,4,2,"Bergbauingenieure, Metallurgen und verwandte Berufe","2147","2147","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","61.16"
"533",2660,"2149","Selbstständige mit Beschäftigten",0,1,5,3020,4,2,"Ingenieure, anderweitig nicht genannt","2149","2149","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","55.00"
"534",2665,"2149","Selbstständige ohne Beschäftigte",0,1,0,2870,4,2,"Ingenieure, anderweitig nicht genannt","2149","2149","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","55.00"
"535",2670,"2151","Selbstständige mit Beschäftigten",0,1,5,1290,4,2,"Ingenieure im Bereich Elektrotechnik","2143","2143","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","65.00"
"536",2675,"2151","Selbstständige ohne Beschäftigte",0,1,0,1880,4,2,"Ingenieure im Bereich Elektrotechnik","2143","2143","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","65.00"
"537",2680,"2152","Selbstständige mit Beschäftigten",0,1,5,1650,4,2,"Ingenieure im Bereich Elektronik","2144","2144","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","65.00"
"538",2685,"2152","Selbstständige ohne Beschäftigte",0,1,0,1670,4,2,"Ingenieure im Bereich Elektronik","2144","2144","Self empl w/no empoyees","Self empl","'Self-employed professionals and large employers'","'I   Service class I'","65.00"
"539",2690,"2153","Selbstständige mit Beschäftigten",0,1,5,230,4,2,"Ingenieure im Bereich Telekommunikationstechnik","2144","2144","Self empl w/1-9 employees","Small Employers","'Self-employed professionals and large employers'","'I   Service class I'","65.00"
