"","X","ISCO.Code","Stellung.im.Beruf","is_supervisor","self_employed","n_employees","Anzahl","control_work","control_daily","Bezeichnung","isco88","isco88com","simple_wright","power_wright","oesch8","egp7","siops"
"1048",5235,"7123","Selbstständige ohne Beschäftigte",0,1,0,17800,4,2,"Stuckateure","7133","7133","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","31.00"
"1049",5240,"7124","Selbstständige mit Beschäftigten",0,1,5,420,4,2,"Isolierer","7134","7134","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1050",5245,"7124","Selbstständige ohne Beschäftigte",0,1,0,300,4,2,"Isolierer","7134","7134","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1051",5250,"7125","Selbstständige mit Beschäftigten",0,1,5,1370,4,2,"Glaser","7135","7135","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","26.00"
"1052",5255,"7125","Selbstständige ohne Beschäftigte",0,1,0,490,4,2,"Glaser","7135","7135","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","26.00"
"1053",5260,"7126","Selbstständige mit Beschäftigten",0,1,5,14790,4,2,"Bauspengler und Sanitär- und Heizungsinstallateure","7136","7136","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.01"
"1054",5265,"7126","Selbstständige ohne Beschäftigte",0,1,0,5730,4,2,"Bauspengler und Sanitär- und Heizungsinstallateure","7136","7136","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.01"
"1055",5270,"7127","Selbstständige mit Beschäftigten",0,1,5,890,4,2,"Klima- und Kälteanlagenbauer","7240","7240","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.27"
"1056",5275,"7127","Selbstständige ohne Beschäftigte",0,1,0,310,4,2,"Klima- und Kälteanlagenbauer","7240","7240","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.27"
"1057",5280,"7131","Selbstständige mit Beschäftigten",0,1,5,11300,4,2,"Maler und verwandte Berufe","7141","7141","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.92"
"1058",5285,"7131","Selbstständige ohne Beschäftigte",0,1,0,8340,4,2,"Maler und verwandte Berufe","7141","7141","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","30.92"
"1059",5290,"7132","Selbstständige mit Beschäftigten",0,1,5,4580,4,2,"Lackierer und verwandte Berufe","7142","7141","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","29.00"
"1060",5295,"7132","Selbstständige ohne Beschäftigte",0,1,0,2420,4,2,"Lackierer und verwandte Berufe","7142","7141","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","29.00"
"1061",5300,"7133","Selbstständige mit Beschäftigten",0,1,5,4340,4,2,"Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer","7143","7143","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1062",5305,"7133","Selbstständige ohne Beschäftigte",0,1,0,860,4,2,"Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer","7143","7143","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","25.00"
"1063",5310,"7211","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Former und Kernmacher (für Metallguss)","7211","7211","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","37.45"
"1064",5315,"7211","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Former und Kernmacher (für Metallguss)","7211","7211","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","37.45"
"1065",5320,"7212","Selbstständige mit Beschäftigten",0,1,5,1280,4,2,"Schweißer und Brennschneider","7212","7212","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.00"
"1066",5325,"7212","Selbstständige ohne Beschäftigte",0,1,0,1090,4,2,"Schweißer und Brennschneider","7212","7212","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","39.00"
"1067",5330,"7213","Selbstständige mit Beschäftigten",0,1,5,2200,4,2,"Blechkaltverformer","7213","7213","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","33.02"
"1068",5335,"7213","Selbstständige ohne Beschäftigte",0,1,0,1380,4,2,"Blechkaltverformer","7213","7213","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","33.02"
"1069",5340,"7214","Selbstständige mit Beschäftigten",0,1,5,4640,4,2,"Baumetallverformer und Metallbauer","7214","7214","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","44.00"
"1070",5345,"7214","Selbstständige ohne Beschäftigte",0,1,0,2350,4,2,"Baumetallverformer und Metallbauer","7214","7214","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","44.00"
"1071",5350,"7215","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Verspannungsmonteure und Seilspleißer","7215","7215","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1072",5355,"7215","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Verspannungsmonteure und Seilspleißer","7215","7215","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1073",5360,"7221","Selbstständige mit Beschäftigten",0,1,5,1630,4,2,"Grobschmiede, Hammerschmiede und Schmiedepresser","7221","7221","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","35.42"
"1074",5365,"7221","Selbstständige ohne Beschäftigte",0,1,0,1650,4,2,"Grobschmiede, Hammerschmiede und Schmiedepresser","7221","7221","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","35.42"
"1075",5370,"7222","Selbstständige mit Beschäftigten",0,1,5,3010,4,2,"Werkzeugmechaniker und verwandte Berufe","7222","7222","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.96"
"1076",5375,"7222","Selbstständige ohne Beschäftigte",0,1,0,2020,4,2,"Werkzeugmechaniker und verwandte Berufe","7222","7222","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","39.96"
"1077",5380,"7223","Selbstständige mit Beschäftigten",0,1,5,2430,4,2,"Werkzeugmaschineneinrichter und -bediener","7223","7223","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","37.87"
"1078",5385,"7223","Selbstständige ohne Beschäftigte",0,1,0,1120,4,2,"Werkzeugmaschineneinrichter und -bediener","7223","7223","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","37.87"
"1079",5390,"7224","Selbstständige mit Beschäftigten",0,1,5,480,4,2,"Metallpolierer, Rundschleifer und Werkzeugschärfer","7224","7224","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.62"
"1080",5395,"7224","Selbstständige ohne Beschäftigte",0,1,0,560,4,2,"Metallpolierer, Rundschleifer und Werkzeugschärfer","7224","7224","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","27.62"
"1081",5400,"7231","Selbstständige mit Beschäftigten",0,1,5,12630,4,2,"Kraftfahrzeugmechaniker und -schlosser","7231","7231","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","44.00"
"1082",5405,"7231","Selbstständige ohne Beschäftigte",0,1,0,7290,4,2,"Kraftfahrzeugmechaniker und -schlosser","7231","7231","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","44.00"
"1083",5410,"7232","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Flugmotorenmechaniker und -schlosser","7232","7232","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","49.89"
"1084",5415,"7232","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Flugmotorenmechaniker und -schlosser","7232","7232","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","49.89"
"1085",5420,"7233","Selbstständige mit Beschäftigten",0,1,5,10160,4,2,"Landmaschinen- und Industriemaschinenmechaniker und -schlosser","7233","7233","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","42.17"
"1086",5425,"7233","Selbstständige ohne Beschäftigte",0,1,0,5780,4,2,"Landmaschinen- und Industriemaschinenmechaniker und -schlosser","7233","7233","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","42.17"
"1087",5430,"7234","Selbstständige mit Beschäftigten",0,1,5,1180,4,2,"Fahrradmechaniker und verwandte Berufe","7231","7231","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1088",5435,"7234","Selbstständige ohne Beschäftigte",0,1,0,870,4,2,"Fahrradmechaniker und verwandte Berufe","7231","7231","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","28.00"
"1089",5440,"7311","Selbstständige mit Beschäftigten",0,1,5,1520,4,2,"Präzisionsinstrumentenmacher und -instandsetzer","7311","7311","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","43.52"
"1090",5445,"7311","Selbstständige ohne Beschäftigte",0,1,0,1030,4,2,"Präzisionsinstrumentenmacher und -instandsetzer","7311","7311","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","43.52"
"1091",5450,"7312","Selbstständige mit Beschäftigten",0,1,5,790,4,2,"Musikinstrumentenbauer und -stimmer","7312","7312","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","33.00"
"1092",5455,"7312","Selbstständige ohne Beschäftigte",0,1,0,1020,4,2,"Musikinstrumentenbauer und -stimmer","7312","7312","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","33.00"
"1093",5460,"7313","Selbstständige mit Beschäftigten",0,1,5,1850,4,2,"Schmuckwarenhersteller und Edelmetallbearbeiter","7313","7313","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","43.00"
"1094",5465,"7313","Selbstständige ohne Beschäftigte",0,1,0,2580,4,2,"Schmuckwarenhersteller und Edelmetallbearbeiter","7313","7313","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","43.00"
"1095",5470,"7314","Selbstständige mit Beschäftigten",0,1,5,410,4,2,"Keramiker und verwandte Berufe","7321","7321","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","25.00"
"1096",5475,"7314","Selbstständige ohne Beschäftigte",0,1,0,1050,4,2,"Keramiker und verwandte Berufe","7321","7321","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","25.00"
"1097",5480,"7315","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Glasmacher, -schneider, -schleifer und -veredler","7322","7322","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.48"
"1098",5485,"7315","Selbstständige ohne Beschäftigte",0,1,0,220,4,2,"Glasmacher, -schneider, -schleifer und -veredler","7322","7322","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","32.48"
"1099",5490,"7316","Selbstständige mit Beschäftigten",0,1,5,2300,4,2,"Schildermaler, Dekormaler, Graveure und Ätzer","3471","3471","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","31.00"
"1100",5495,"7316","Selbstständige ohne Beschäftigte",0,1,0,2210,4,2,"Schildermaler, Dekormaler, Graveure und Ätzer","3471","3471","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","31.00"
"1101",5500,"7317","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien","7331","7331","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","21.00"
"1102",5505,"7317","Selbstständige ohne Beschäftigte",0,1,0,430,4,2,"Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien","7331","7331","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","21.00"
"1103",5510,"7318","Selbstständige mit Beschäftigten",0,1,5,240,4,2,"Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien","7332","7332","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","35.06"
"1104",5515,"7318","Selbstständige ohne Beschäftigte",0,1,0,570,4,2,"Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien","7332","7332","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","35.06"
"1105",5520,"7319","Selbstständige mit Beschäftigten",0,1,5,470,4,2,"Kunsthandwerkliche Berufe, anderweitig nicht genannt","7330","7330","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","35.06"
"1106",5525,"7319","Selbstständige ohne Beschäftigte",0,1,0,1600,4,2,"Kunsthandwerkliche Berufe, anderweitig nicht genannt","7330","7330","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","35.06"
"1107",5530,"7321","Selbstständige mit Beschäftigten",0,1,5,3200,4,2,"Techniker in der Druckvorstufe","7340","7340","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","42.31"
"1108",5535,"7321","Selbstständige ohne Beschäftigte",0,1,0,7000,4,2,"Techniker in der Druckvorstufe","7340","7340","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","42.31"
"1109",5540,"7322","Selbstständige mit Beschäftigten",0,1,5,1540,4,2,"Drucker","7340","7340","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","41.08"
"1110",5545,"7322","Selbstständige ohne Beschäftigte",0,1,0,830,4,2,"Drucker","7340","7340","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","41.08"
"1111",5550,"7323","Selbstständige mit Beschäftigten",0,1,5,310,4,2,"Berufe in der Druckweiterverarbeitung und Buchbinder","7345","7345","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1112",5555,"7323","Selbstständige ohne Beschäftigte",0,1,0,320,4,2,"Berufe in der Druckweiterverarbeitung und Buchbinder","7345","7345","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1113",5560,"7411","Selbstständige mit Beschäftigten",0,1,5,7410,4,2,"Bauelektriker und verwandte Berufe","7137","7137","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","44.01"
"1114",5565,"7411","Selbstständige ohne Beschäftigte",0,1,0,5040,4,2,"Bauelektriker und verwandte Berufe","7137","7137","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","44.01"
"1115",5570,"7412","Selbstständige mit Beschäftigten",0,1,5,3250,4,2,"Elektromechaniker und verwandte Berufe","7241","7241","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","38.00"
"1116",5575,"7412","Selbstständige ohne Beschäftigte",0,1,0,2250,4,2,"Elektromechaniker und verwandte Berufe","7241","7241","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","38.00"
"1117",5580,"7413","Selbstständige mit Beschäftigten",0,1,5,250,4,2,"Elektroleitungsinstallateure und Wartungspersonal","7245","7245","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","36.00"
"1118",5585,"7413","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Elektroleitungsinstallateure und Wartungspersonal","7245","7245","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","36.00"
"1119",5590,"7421","Selbstständige mit Beschäftigten",0,1,5,1290,4,2,"Elektroniker und Elektronik-Servicetechniker","7242","7242","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","44.15"
"1120",5595,"7421","Selbstständige ohne Beschäftigte",0,1,0,1180,4,2,"Elektroniker und Elektronik-Servicetechniker","7242","7242","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","44.15"
"1121",5600,"7422","Selbstständige mit Beschäftigten",0,1,5,5620,4,2,"Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik","7243","7242","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","35.00"
"1122",5605,"7422","Selbstständige ohne Beschäftigte",0,1,0,5860,4,2,"Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik","7243","7242","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","35.00"
"1123",5610,"7511","Selbstständige mit Beschäftigten",0,1,5,2610,4,2,"Fleischer, Fischhändler und -verarbeiter und verwandte Berufe","7411","7411","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","23.79"
"1124",5615,"7511","Selbstständige ohne Beschäftigte",0,1,0,440,4,2,"Fleischer, Fischhändler und -verarbeiter und verwandte Berufe","7411","7411","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","23.79"
"1125",5620,"7512","Selbstständige mit Beschäftigten",0,1,5,4270,4,2,"Bäcker, Konditoren und Konfektmacher","7412","7412","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","33.00"
"1126",5625,"7512","Selbstständige ohne Beschäftigte",0,1,0,1090,4,2,"Bäcker, Konditoren und Konfektmacher","7412","7412","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","33.00"
"1127",5630,"7513","Selbstständige mit Beschäftigten",0,1,5,400,4,2,"Molkerei- und Käsereifachkräfte","7413","7413","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.00"
"1128",5635,"7513","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Molkerei- und Käsereifachkräfte","7413","7413","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.00"
"1129",5640,"7514","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Obst- und Gemüsekonservierer und verwandte Berufe","7414","7414","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","30.11"
"1130",5645,"7514","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Obst- und Gemüsekonservierer und verwandte Berufe","7414","7414","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","30.11"
"1131",5650,"7515","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Nahrungsmittel- und Getränkekoster und -klassierer","7415","7415","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.00"
"1132",5655,"7515","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Nahrungsmittel- und Getränkekoster und -klassierer","7415","7415","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.00"
"1133",5660,"7516","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Tabakaufbereiter und Tabakwarenmacher","7416","7416","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","34.18"
"1134",5665,"7516","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Tabakaufbereiter und Tabakwarenmacher","7416","7416","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","34.18"
"1135",5670,"7521","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Holztrockner und -konservierer","7421","7421","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.41"
"1136",5675,"7521","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Holztrockner und -konservierer","7421","7421","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","39.41"
"1137",5680,"7522","Selbstständige mit Beschäftigten",0,1,5,14750,4,2,"Möbeltischler und verwandte Berufe","7422","7422","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.99"
"1138",5685,"7522","Selbstständige ohne Beschäftigte",0,1,0,12020,4,2,"Möbeltischler und verwandte Berufe","7422","7422","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","39.99"
"1139",5690,"7523","Selbstständige mit Beschäftigten",0,1,5,1870,4,2,"Einrichter und Bediener von Holzbearbeitungsmaschinen","7423","7423","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","36.00"
"1140",5695,"7523","Selbstständige ohne Beschäftigte",0,1,0,1310,4,2,"Einrichter und Bediener von Holzbearbeitungsmaschinen","7423","7423","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","36.00"
"1141",5700,"7531","Selbstständige mit Beschäftigten",0,1,5,3290,4,2,"Herren- und Damenschneider, Kürschner und Hutmacher","7434","7434","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","38.57"
"1142",5705,"7531","Selbstständige ohne Beschäftigte",0,1,0,5180,4,2,"Herren- und Damenschneider, Kürschner und Hutmacher","7434","7434","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","38.57"
"1143",5710,"7532","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Schnittmustermacher und Zuschneider","7435","7435","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","41.00"
"1144",5715,"7532","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Schnittmustermacher und Zuschneider","7435","7435","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","41.00"
"1145",5720,"7533","Selbstständige mit Beschäftigten",0,1,5,870,4,2,"Näher, Sticker und verwandte Berufe","7436","7436","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","26.00"
"1146",5725,"7533","Selbstständige ohne Beschäftigte",0,1,0,1250,4,2,"Näher, Sticker und verwandte Berufe","7436","7436","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","26.00"
"1147",5730,"7534","Selbstständige mit Beschäftigten",0,1,5,900,4,2,"Polsterer und verwandte Berufe","7437","7437","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","31.00"
"1148",5735,"7534","Selbstständige ohne Beschäftigte",0,1,0,970,4,2,"Polsterer und verwandte Berufe","7437","7437","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","31.00"
"1149",5740,"7535","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Pelzveredler, Gerber und Fellzurichter","7441","7441","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","22.00"
"1150",5745,"7535","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Pelzveredler, Gerber und Fellzurichter","7441","7441","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","22.00"
"1151",5750,"7536","Selbstständige mit Beschäftigten",0,1,5,1520,4,2,"Schuhmacher und verwandte Berufe","7442","7442","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","27.37"
"1152",5755,"7536","Selbstständige ohne Beschäftigte",0,1,0,1300,4,2,"Schuhmacher und verwandte Berufe","7442","7442","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","27.37"
"1153",5760,"7541","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Taucher","7216","7216","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.22"
"1154",5765,"7541","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Taucher","7216","7216","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","39.22"
"1155",5770,"7542","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Sprengmeister und Sprengbeauftragte","7112","7112","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.22"
"1156",5775,"7542","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Sprengmeister und Sprengbeauftragte","7112","7112","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","39.22"
"1157",5780,"7543","Selbstständige mit Beschäftigten",0,1,5,700,4,2,"Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)","3152","3152","Self empl w/1-9 employees","Small Employers","'Small business owners'","'II  Service class II'","38.81"
"1158",5785,"7543","Selbstständige ohne Beschäftigte",0,1,0,980,4,2,"Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)","3152","3152","Self empl w/no empoyees","Self empl","'Small business owners'","'I   Service class I'","38.81"
"1159",5790,"7544","Selbstständige mit Beschäftigten",0,1,5,480,4,2,"Kammerjäger und andere Schädlingsbekämpfungsberufe","7143","7143","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","39.22"
"1160",5795,"7544","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Kammerjäger und andere Schädlingsbekämpfungsberufe","7143","7143","Self empl w/no empoyees","Self empl","'Small business owners'","'VI  Skilled workers'","39.22"
"1161",5800,"7549","Selbstständige mit Beschäftigten",0,1,5,7440,4,2,"Handwerks- und verwandte Berufe, anderweitig nicht genannt","7000","7000","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","41.00"
"1162",5805,"7549","Selbstständige ohne Beschäftigte",0,1,0,3370,4,2,"Handwerks- und verwandte Berufe, anderweitig nicht genannt","7000","7000","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","41.00"
"1163",5810,"8111","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Bergleute und Grubenarbeiter","7111","7111","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.25"
"1164",5815,"8111","Selbstständige ohne Beschäftigte",0,1,0,0,4,2,"Bergleute und Grubenarbeiter","7111","7111","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.25"
"1165",5820,"8112","Selbstständige mit Beschäftigten",0,1,5,1450,4,2,"Bediener von Mineral- und Gesteinsaufbereitungsanlagen","8112","8112","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1166",5825,"8112","Selbstständige ohne Beschäftigte",0,1,0,1060,4,2,"Bediener von Mineral- und Gesteinsaufbereitungsanlagen","8112","8112","Self empl w/no empoyees","Self empl","'Small business owners'","'IIIa: Routine Nonmanual'","32.00"
"1167",5830,"8113","Selbstständige mit Beschäftigten",0,1,5,0,4,2,"Tiefbohrer und verwandte Berufe","8113","8113","Self empl w/1-9 employees","Small Employers","'Small business owners'","'IIIa: Routine Nonmanual'","31.00"
